player1,player2,player3,player4,player5,2FGA,2FGM,3FGA,3FGM,AG,AS,CM,CMU,D,FTA,FTM,FV,O,OF,RV,ST,TEAM,TO,seconds
"BERTANS, DAIRIS","GOUDELOCK, ANDREW","GUDAITIS, ARTURAS","MICOV, VLADIMIR","THEODORE, JORDAN",8,7,12,2,2,8,10,1,7,4,11,0,4,0,11,3,MIL,5,601.0
"BERTANS, DAIRIS","GOUDELOCK, ANDREW","M'BAYE, AMATH","TARCZEWSKI, KALEB","THEODORE, JORDAN",6,10,10,7,0,9,9,1,18,1,12,1,2,1,11,2,MIL,5,711.0
"BERTANS, DAIRIS","GOUDELOCK, ANDREW","MICOV, VLADIMIR","TARCZEWSKI, KALEB","THEODORE, JORDAN",7,7,8,2,1,4,4,0,8,4,12,1,5,1,14,3,MIL,3,400.0
"BERTANS, DAIRIS","GUDAITIS, ARTURAS","JERRELLS, CURTIS","M'BAYE, AMATH","MICOV, VLADIMIR",7,6,9,1,1,2,9,0,7,3,4,1,5,0,14,3,MIL,5,534.0
"BERTANS, DAIRIS","GUDAITIS, ARTURAS","JERRELLS, CURTIS","M'BAYE, AMATH","THEODORE, JORDAN",7,7,2,5,0,10,6,0,7,4,7,0,2,1,7,1,MIL,5,484.0
"BERTANS, DAIRIS","JERRELLS, CURTIS","KALNIETIS, MANTAS","M'BAYE, AMATH","TARCZEWSKI, KALEB",6,6,6,3,2,6,7,0,9,0,7,1,3,0,8,3,MIL,3,389.0
"BERTANS, DAIRIS","JERRELLS, CURTIS","M'BAYE, AMATH","TARCZEWSKI, KALEB","THEODORE, JORDAN",5,10,8,2,0,10,9,0,12,5,9,0,3,0,12,4,MIL,4,415.0
"BERTANS, DAIRIS","M'BAYE, AMATH","MICOV, VLADIMIR","TARCZEWSKI, KALEB","THEODORE, JORDAN",13,8,7,5,1,8,8,0,8,0,2,1,6,0,8,0,MIL,5,619.0
"BJELICA, MILKO","DANGUBIC, NEMANJA","DAVIDOVAC, DEJAN","LESSORT, MATHIAS","ROCHESTIE, TAYLOR",6,5,2,3,0,6,7,0,3,0,4,0,4,0,8,1,RED,3,355.0
"BJELICA, MILKO","DANGUBIC, NEMANJA","FELDEINE, JAMES","LESSORT, MATHIAS","ROCHESTIE, TAYLOR",36,27,12,10,3,22,32,1,29,9,19,5,10,2,31,12,RED,16,1556.0
"BJELICA, MILKO","DANGUBIC, NEMANJA","LAZIC, BRANKO","LESSORT, MATHIAS","ROCHESTIE, TAYLOR",16,16,13,10,3,20,15,0,21,3,9,2,12,0,16,3,RED,8,885.0
"BJELICA, MILKO","DAVIDOVAC, DEJAN","FELDEINE, JAMES","LESSORT, MATHIAS","ROCHESTIE, TAYLOR",6,11,6,3,0,7,7,0,9,2,4,2,5,0,9,3,RED,1,417.0
"BJELICA, MILKO","DAVIDOVAC, DEJAN","LAZIC, BRANKO","LESSORT, MATHIAS","ROCHESTIE, TAYLOR",13,17,12,5,3,15,24,1,15,1,9,3,5,0,17,7,RED,8,947.0
"BJELICA, MILKO","DOBRIC, OGNJEN","ENNIS, DYLAN","FELDEINE, JAMES","OMIC, ALEN",5,8,5,6,0,7,6,0,7,1,5,1,3,1,2,4,RED,3,336.0
"BJELICA, MILKO","DOBRIC, OGNJEN","FELDEINE, JAMES","LESSORT, MATHIAS","ROCHESTIE, TAYLOR",9,8,2,4,1,5,7,2,3,1,3,0,3,2,12,2,RED,6,573.0
"BJELICA, MILKO","DOBRIC, OGNJEN","FELDEINE, JAMES","OMIC, ALEN","ROCHESTIE, TAYLOR",3,5,5,1,0,2,3,0,3,1,1,0,3,0,6,1,RED,4,302.0
"BJELICA, MILKO","DOBRIC, OGNJEN","LAZIC, BRANKO","LESSORT, MATHIAS","ROCHESTIE, TAYLOR",11,8,10,4,0,8,8,1,7,4,2,2,9,1,7,2,RED,6,620.0
"BJELICA, MILKO","ENNIS, DYLAN","FELDEINE, JAMES","LAZIC, BRANKO","OMIC, ALEN",6,5,3,5,0,6,7,0,3,0,0,1,3,0,1,2,RED,3,383.0
"BJELICA, MILKO","FELDEINE, JAMES","LAZIC, BRANKO","LESSORT, MATHIAS","ROCHESTIE, TAYLOR",49,39,31,16,6,28,41,2,40,0,21,6,26,2,32,11,RED,25,2351.0
"BOGRIS, GEORGIOS","PAPANIKOLAOU, KOSTAS","ROBERTS, BRIAN","SPANOULIS, VASSILIS","WILTJER, KYLE",8,3,4,6,2,8,2,0,11,0,3,1,2,0,5,2,OLY,6,364.0
"BOLDEN, JONAH","COLE, NORRIS","DIBARTOLOMEO, JOHN","ROLL, MICHAEL","TYUS, ALEX",10,2,7,0,1,0,5,0,5,1,2,2,4,0,5,4,TEL,1,314.0
"BOLDEN, JONAH","COLE, NORRIS","JACKSON, PIERRE","KANE, DEANDRE","TYUS, ALEX",7,9,3,1,0,5,4,0,8,0,7,4,5,0,9,5,TEL,4,353.0
"BOLDEN, JONAH","COLE, NORRIS","JACKSON, PIERRE","PARAKHOUSKI, ARTSIOM","THOMAS, DESHAUN",7,7,5,3,0,7,8,0,11,4,8,3,4,0,9,4,TEL,6,411.0
"BOLDEN, JONAH","COLE, NORRIS","JACKSON, PIERRE","ROLL, MICHAEL","TYUS, ALEX",12,5,7,2,2,7,3,0,9,2,6,1,3,0,8,4,TEL,3,569.0
"BOLDEN, JONAH","COLE, NORRIS","KANE, DEANDRE","PARAKHOUSKI, ARTSIOM","ROLL, MICHAEL",10,12,7,8,1,13,9,0,12,0,6,4,4,0,7,5,TEL,12,698.0
"BOLDEN, JONAH","COLE, NORRIS","KANE, DEANDRE","THOMAS, DESHAUN","TYUS, ALEX",13,17,3,4,2,12,9,0,10,3,7,2,3,1,7,4,TEL,7,674.0
"BOLDEN, JONAH","COLE, NORRIS","ROLL, MICHAEL","THOMAS, DESHAUN","TYUS, ALEX",9,9,3,2,0,4,3,0,11,1,1,1,6,0,7,1,TEL,3,377.0
"BOLDEN, JONAH","DIBARTOLOMEO, JOHN","JACKSON, PIERRE","KANE, DEANDRE","TYUS, ALEX",5,8,2,3,1,6,3,0,4,5,11,0,3,0,11,3,TEL,8,440.0
"BOLDEN, JONAH","DIBARTOLOMEO, JOHN","JACKSON, PIERRE","PARAKHOUSKI, ARTSIOM","ROLL, MICHAEL",14,16,11,7,2,18,14,0,18,2,15,3,10,2,13,3,TEL,12,879.0
"BOLDEN, JONAH","DIBARTOLOMEO, JOHN","JACKSON, PIERRE","ROLL, MICHAEL","TYUS, ALEX",8,11,9,1,2,4,6,0,14,0,3,1,5,0,6,1,TEL,1,585.0
"BOLDEN, JONAH","JACKSON, PIERRE","KANE, DEANDRE","PARAKHOUSKI, ARTSIOM","ROLL, MICHAEL",54,78,30,12,4,53,35,1,71,6,24,13,35,6,37,10,TEL,34,3105.0
"BOLDEN, JONAH","JACKSON, PIERRE","KANE, DEANDRE","ROLL, MICHAEL","TYUS, ALEX",13,16,8,3,1,15,10,2,22,5,2,1,4,1,11,4,TEL,10,796.0
"BOLDEN, JONAH","JACKSON, PIERRE","PARAKHOUSKI, ARTSIOM","ROLL, MICHAEL","THOMAS, DESHAUN",10,9,3,3,0,7,5,1,5,3,10,2,6,0,11,6,TEL,1,322.0
"BOLDEN, JONAH","JACKSON, PIERRE","ROLL, MICHAEL","THOMAS, DESHAUN","TYUS, ALEX",12,5,3,5,1,6,10,0,11,1,3,5,4,0,12,3,TEL,3,454.0
"BROOKS, JEFF","DIAZ, ALBERTO","MILOSAVLJEVIC, DRAGAN","NEDOVIC, NEMANJA","SHERMADINI, GIORGI",3,4,6,1,1,3,2,0,4,1,1,1,3,1,5,2,MAL,5,301.0
"BROOKS, JEFF","DIAZ, ALBERTO","NEDOVIC, NEMANJA","OKOUO, VINY","WACZYNSKI, ADAM",7,5,7,3,0,3,4,0,3,0,0,2,5,1,4,3,MAL,2,341.0
"BROOKS, JEFF","DIAZ, ALBERTO","SALIN, SASU","SHERMADINI, GIORGI","WACZYNSKI, ADAM",9,7,6,2,1,3,7,0,9,0,3,0,6,1,6,0,MAL,7,432.0
"BROOKS, JEFF","MCCALLUM, RAY","MILOSAVLJEVIC, DRAGAN","SALIN, SASU","SHERMADINI, GIORGI",16,13,12,6,1,10,11,0,16,1,3,1,7,2,14,3,MAL,8,892.0
"BROOKS, JEFF","MCCALLUM, RAY","SALIN, SASU","SHERMADINI, GIORGI","WACZYNSKI, ADAM",10,11,7,8,1,12,3,1,16,0,5,1,6,0,10,4,MAL,5,689.0
"BROWN, BOBBY","MCLEAN, JAMEL","PAPAPETROU, IOANNIS","STRELNIEKS, JANIS","TILLIE, KIM",4,2,5,2,0,1,6,0,6,1,1,1,4,0,5,3,OLY,10,322.0
"BROWN, DERRICK","DOUGLAS, TONEY","DRAGIC, ZORAN","DUNSTON, BRYANT","MCCOLLUM, ERRICK",9,11,6,6,1,8,9,0,10,0,0,5,7,1,7,6,IST,5,575.0
"BROWN, DERRICK","DRAGIC, ZORAN","DUNSTON, BRYANT","MCCOLLUM, ERRICK","SIMON, KRUNOSLAV",45,41,21,18,9,33,24,0,45,6,18,10,21,3,25,16,IST,24,2282.0
"CALATHES, NICK","DENMON, MARCUS","GABRIEL, KENNY","GIST, JAMES","RIVERS, KC",5,9,5,1,0,5,6,0,9,1,6,1,2,1,5,4,PAN,3,306.0
"CALATHES, NICK","DENMON, MARCUS","GIST, JAMES","JAMES, MIKE","SINGLETON, CHRIS",7,7,4,4,0,7,7,0,3,4,9,0,7,0,8,2,PAN,2,373.0
"CALATHES, NICK","DENMON, MARCUS","GIST, JAMES","LOJESKI, MATT","SINGLETON, CHRIS",12,15,11,8,2,14,9,0,17,3,6,2,4,2,7,4,PAN,7,734.0
"CALATHES, NICK","DENMON, MARCUS","GIST, JAMES","RIVERS, KC","SINGLETON, CHRIS",16,15,10,10,0,11,14,0,13,1,5,1,10,1,9,3,PAN,3,908.0
"CALATHES, NICK","DENMON, MARCUS","LOJESKI, MATT","SINGLETON, CHRIS","VOUGIOUKAS, IAN",8,8,10,6,2,8,8,1,13,8,13,0,7,1,17,3,PAN,8,500.0
"CALATHES, NICK","GABRIEL, KENNY","GIST, JAMES","PAPPAS, NIKOS","RIVERS, K.C.",5,5,9,7,1,8,5,0,7,4,2,3,5,0,6,5,PAN,1,412.0
"CALATHES, NICK","GABRIEL, KENNY","GIST, JAMES","PAPPAS, NIKOS","RIVERS, KC",9,6,1,5,1,7,4,0,9,5,6,0,2,0,5,2,PAN,3,369.0
"CALATHES, NICK","GIST, JAMES","JAMES, MIKE","LOJESKI, MATT","SINGLETON, CHRIS",15,18,17,8,2,12,20,1,22,5,8,3,7,0,19,8,PAN,13,1326.0
"CALATHES, NICK","GIST, JAMES","JAMES, MIKE","RIVERS, KC","SINGLETON, CHRIS",11,18,12,4,1,10,14,0,17,1,6,0,10,2,11,4,PAN,9,843.0
"CALATHES, NICK","GIST, JAMES","LOJESKI, MATT","PAPPAS, NIKOS","SINGLETON, CHRIS",12,14,7,4,3,11,6,0,14,3,6,2,5,1,13,5,PAN,7,662.0
"CALATHES, NICK","GIST, JAMES","LOJESKI, MATT","RIVERS, K.C.","SINGLETON, CHRIS",7,6,7,5,2,7,6,0,6,1,6,0,7,1,8,3,PAN,4,420.0
"CALATHES, NICK","GIST, JAMES","LOJESKI, MATT","RIVERS, KC","SINGLETON, CHRIS",9,7,4,4,2,10,9,0,5,1,6,2,4,1,6,7,PAN,3,420.0
"CALATHES, NICK","GIST, JAMES","PAPPAS, NIKOS","RIVERS, K.C.","SINGLETON, CHRIS",6,4,4,3,1,4,5,0,7,0,2,1,4,1,2,1,PAN,1,323.0
"CALATHES, NICK","GIST, JAMES","PAPPAS, NIKOS","RIVERS, KC","SINGLETON, CHRIS",20,24,23,7,1,16,29,0,26,13,26,2,13,0,32,14,PAN,11,1194.0
"CALATHES, NICK","JAMES, MIKE","RIVERS, KC","SINGLETON, CHRIS","VOUGIOUKAS, IAN",6,12,7,1,1,4,8,0,12,3,7,0,5,0,7,5,PAN,3,353.0
"CALATHES, NICK","PAPPAS, NIKOS","RIVERS, K.C.","SINGLETON, CHRIS","VOUGIOUKAS, IAN",3,6,5,4,0,2,6,0,6,2,4,1,3,1,7,2,PAN,1,350.0
"CALATHES, NICK","PAPPAS, NIKOS","RIVERS, KC","SINGLETON, CHRIS","VOUGIOUKAS, IAN",5,6,1,0,0,3,7,0,9,3,9,1,1,1,6,2,PAN,6,334.0
"CAMPAZZO, FACUNDO","CARROLL, JAYCEE","FERNANDEZ, RUDY","REYES, FELIPE","THOMPKINS, TREY",8,12,11,3,2,12,9,0,18,4,12,3,5,1,15,8,MAD,6,702.0
"CAMPAZZO, FACUNDO","CARROLL, JAYCEE","RANDOLPH, ANTHONY","TAVARES, WALTER","TAYLOR, JEFFERY",18,26,13,12,2,24,18,0,27,4,3,10,11,3,14,6,MAD,8,929.0
"CAMPAZZO, FACUNDO","CAUSEUR, FABIEN","DONCIC, LUKA","MACIULIS, JONAS","TAVARES, WALTER",5,11,6,2,0,8,6,0,13,0,1,1,1,0,5,1,MAD,6,404.0
"CAMPAZZO, FACUNDO","CAUSEUR, FABIEN","RANDOLPH, ANTHONY","TAVARES, WALTER","TAYLOR, JEFFERY",10,12,4,5,2,7,5,0,14,6,12,1,8,2,19,5,MAD,8,481.0
"CAMPAZZO, FACUNDO","CAUSEUR, FABIEN","TAVARES, WALTER","TAYLOR, JEFFERY","THOMPKINS, TREY",13,18,16,8,1,19,14,0,25,5,11,2,8,3,16,8,MAD,11,941.0
"CAMPAZZO, FACUNDO","CAUSEUR, FABIEN","TAVARES, WALTER","THOMPKINS, TREY","YUSTA, SANTI",21,34,24,15,4,31,19,1,42,0,8,6,13,1,29,8,MAD,25,1826.0
"CAMPAZZO, FACUNDO","DONCIC, LUKA","RANDOLPH, ANTHONY","REYES, FELIPE","TAYLOR, JEFFERY",6,8,7,4,0,8,7,0,6,1,10,0,5,0,10,2,MAD,1,338.0
"CAMPAZZO, FACUNDO","DONCIC, LUKA","TAVARES, WALTER","TAYLOR, JEFFERY","THOMPKINS, TREY",11,9,12,5,1,6,11,0,9,1,0,3,11,0,10,2,MAD,6,597.0
"CAMPAZZO, FACUNDO","FERNANDEZ, RUDY","RANDLE, CHASSON","TAVARES, WALTER","THOMPKINS, TREY",4,6,6,0,1,3,4,0,6,0,3,0,2,0,6,0,MAD,2,304.0
"CAMPAZZO, FACUNDO","FERNANDEZ, RUDY","TAVARES, WALTER","TAYLOR, JEFFERY","THOMPKINS, TREY",7,4,8,7,0,9,9,0,9,5,7,2,8,0,9,5,MAD,7,460.0
"CARROLL, JAYCEE","CAUSEUR, FABIEN","DONCIC, LUKA","TAVARES, WALTER","THOMPKINS, TREY",2,4,6,3,0,5,8,0,8,2,10,0,4,0,11,1,MAD,2,348.0
"CARROLL, JAYCEE","DONCIC, LUKA","FERNANDEZ, RUDY","MACIULIS, JONAS","REYES, FELIPE",10,12,10,7,1,15,8,0,14,1,10,2,4,1,12,5,MAD,6,691.0
"CARROLL, JAYCEE","DONCIC, LUKA","FERNANDEZ, RUDY","REYES, FELIPE","THOMPKINS, TREY",14,17,12,5,2,14,13,1,20,3,9,2,12,3,19,3,MAD,8,779.0
"CARROLL, JAYCEE","DONCIC, LUKA","MACIULIS, JONAS","REYES, FELIPE","TAYLOR, JEFFERY",9,10,12,7,2,13,13,1,19,4,18,3,6,2,21,6,MAD,4,597.0
"CARROLL, JAYCEE","FERNANDEZ, RUDY","RANDLE, CHASSON","REYES, FELIPE","THOMPKINS, TREY",7,6,3,4,1,7,4,0,11,1,7,1,2,0,7,0,MAD,2,383.0
"CAUSEUR, FABIEN","DONCIC, LUKA","RANDOLPH, ANTHONY","REYES, FELIPE","TAYLOR, JEFFERY",8,7,5,2,1,4,3,0,7,2,3,0,5,0,8,2,MAD,2,314.0
"CAUSEUR, FABIEN","DONCIC, LUKA","RANDOLPH, ANTHONY","TAVARES, WALTER","TAYLOR, JEFFERY",7,13,11,1,1,9,3,0,17,3,7,1,6,3,15,3,MAD,9,487.0
"CAUSEUR, FABIEN","DONCIC, LUKA","REYES, FELIPE","TAYLOR, JEFFERY","THOMPKINS, TREY",6,4,6,1,0,4,5,0,6,2,6,0,3,0,3,2,MAD,1,322.0
"CINCIARINI, ANDREA","GOUDELOCK, ANDREW","GUDAITIS, ARTURAS","KUZMINSKAS, MINDAUGAS","MICOV, VLADIMIR",17,7,10,3,2,4,16,0,13,0,6,3,6,0,13,2,MIL,4,680.0
"CINCIARINI, ANDREA","GOUDELOCK, ANDREW","KUZMINSKAS, MINDAUGAS","MICOV, VLADIMIR","TARCZEWSKI, KALEB",22,27,16,13,7,19,26,0,28,1,6,2,9,3,17,6,MIL,14,1403.0
"CINCIARINI, ANDREA","GOUDELOCK, ANDREW","M'BAYE, AMATH","MICOV, VLADIMIR","TARCZEWSKI, KALEB",7,8,3,0,2,4,7,0,10,3,8,2,4,0,9,1,MIL,6,356.0
"CLAVER, VICTOR","HANGA, ADAM","HEURTEL, THOMAS","NAVARRO, JUAN CARLOS","TOMIC, ANTE",4,5,5,0,1,2,2,0,5,3,3,1,1,0,4,1,BAR,2,326.0
"CLAVER, VICTOR","HANGA, ADAM","HEURTEL, THOMAS","RIBAS, PAU","TOMIC, ANTE",2,5,5,7,1,11,7,0,10,0,6,1,3,0,7,3,BAR,6,365.0
"CLAVER, VICTOR","HEURTEL, THOMAS","JACKSON, EDWIN","KOPONEN, PETTERI","ORIOLA, PIERRE",5,8,4,6,3,8,6,0,10,0,4,0,2,0,10,2,BAR,2,361.0
"CLAVER, VICTOR","HEURTEL, THOMAS","KOPONEN, PETTERI","MOERMAN, ADRIEN","TOMIC, ANTE",10,27,9,6,3,23,9,0,25,0,5,0,8,0,10,5,BAR,5,875.0
"CLAVER, VICTOR","HEURTEL, THOMAS","KOPONEN, PETTERI","ORIOLA, PIERRE","SANDERS, RAKIM",12,21,9,4,3,14,11,0,17,1,9,3,7,0,14,3,BAR,8,665.0
"CLAVER, VICTOR","HEURTEL, THOMAS","KOPONEN, PETTERI","ORIOLA, PIERRE","VEZENKOV, SASHA",8,18,5,4,2,13,13,0,19,6,11,2,3,0,15,0,BAR,4,773.0
"CLYBURN, WILL","DE COLO, NANDO","HIGGINS, CORY","HINES, KYLE","KURBANOV, NIKITA",20,20,9,6,5,12,23,0,20,2,9,3,4,1,19,5,CSK,9,1102.0
"CLYBURN, WILL","DE COLO, NANDO","HIGGINS, CORY","HINES, KYLE","RODRIGUEZ, SERGIO",18,22,12,9,4,21,22,0,24,3,24,2,9,1,22,9,CSK,5,1123.0
"CLYBURN, WILL","DE COLO, NANDO","HIGGINS, CORY","HUNTER, OTHELLO","RODRIGUEZ, SERGIO",17,14,11,8,3,13,16,0,17,5,12,4,13,1,19,6,CSK,11,789.0
"CLYBURN, WILL","DE COLO, NANDO","HIGGINS, CORY","HUNTER, OTHELLO","VORONTSEVICH, ANDREY",9,8,2,0,0,2,9,0,9,1,5,0,3,0,8,1,CSK,3,401.0
"CLYBURN, WILL","DE COLO, NANDO","HINES, KYLE","KURBANOV, NIKITA","RODRIGUEZ, SERGIO",14,10,8,9,3,9,14,0,16,1,10,1,7,0,20,2,CSK,11,900.0
"CLYBURN, WILL","DE COLO, NANDO","HINES, KYLE","RODRIGUEZ, SERGIO","VORONTSEVICH, ANDREY",8,14,9,9,2,15,10,0,17,2,5,2,4,0,11,5,CSK,6,825.0
"CLYBURN, WILL","DE COLO, NANDO","HUNTER, OTHELLO","RODRIGUEZ, SERGIO","VORONTSEVICH, ANDREY",12,14,12,5,3,8,10,1,10,0,17,1,5,1,13,5,CSK,8,811.0
"CLYBURN, WILL","DE COLO, NANDO","RODRIGUEZ, SERGIO","VORONTSEVICH, ANDREY","VORONTSEVICH, ANDREY",5,8,1,1,0,4,3,0,4,1,5,1,4,0,4,1,CSK,3,301.0
"CLYBURN, WILL","HIGGINS, CORY","HINES, KYLE","KURBANOV, NIKITA","RODRIGUEZ, SERGIO",12,13,11,8,3,12,17,1,24,4,25,3,9,0,25,8,CSK,10,857.0
"CLYBURN, WILL","HIGGINS, CORY","HINES, KYLE","RODRIGUEZ, SERGIO","VORONTSEVICH, ANDREY",4,4,2,3,0,3,4,0,10,0,6,1,2,0,7,1,CSK,3,312.0
"CLYBURN, WILL","HIGGINS, CORY","HUNTER, OTHELLO","KURBANOV, NIKITA","RODRIGUEZ, SERGIO",2,4,5,2,0,3,3,0,7,2,7,2,2,0,10,2,CSK,6,302.0
"CLYBURN, WILL","HIGGINS, CORY","HUNTER, OTHELLO","RODRIGUEZ, SERGIO","VORONTSEVICH, ANDREY",17,14,11,8,5,15,19,0,19,6,9,2,15,0,14,7,CSK,10,892.0
"CLYBURN, WILL","HIGGINS, CORY","KURBANOV, NIKITA","RODRIGUEZ, SERGIO","VORONTSEVICH, ANDREY",11,9,5,3,2,7,6,0,12,7,12,0,6,0,15,4,CSK,2,555.0
"COHEN, JAKE","COLE, NORRIS","DIBARTOLOMEO, JOHN","THOMAS, DESHAUN","TYUS, ALEX",8,11,5,3,0,7,11,0,17,7,10,1,8,1,12,0,TEL,3,489.0
"COHEN, JAKE","COLE, NORRIS","KANE, DEANDRE","THOMAS, DESHAUN","TYUS, ALEX",7,7,1,1,0,5,5,0,10,3,4,0,3,0,8,0,TEL,4,335.0
"COLE, NORRIS","DIBARTOLOMEO, JOHN","KANE, DEANDRE","THOMAS, DESHAUN","TYUS, ALEX",13,18,10,8,2,12,13,0,22,4,13,2,10,1,13,2,TEL,5,756.0
"COLE, NORRIS","DIBARTOLOMEO, JOHN","PARAKHOUSKI, ARTSIOM","ROLL, MICHAEL","THOMAS, DESHAUN",6,12,4,4,0,11,6,0,15,2,3,3,4,1,5,2,TEL,4,498.0
"COLE, NORRIS","DIBARTOLOMEO, JOHN","ROLL, MICHAEL","THOMAS, DESHAUN","TYUS, ALEX",5,14,6,0,1,9,10,0,9,1,5,3,2,1,11,2,TEL,2,506.0
"COLE, NORRIS","JACKSON, PIERRE","KANE, DEANDRE","THOMAS, DESHAUN","TYUS, ALEX",20,19,7,8,1,15,15,1,18,8,17,2,9,0,15,6,TEL,6,862.0
"COLE, NORRIS","JACKSON, PIERRE","ROLL, MICHAEL","THOMAS, DESHAUN","TYUS, ALEX",23,23,10,8,2,24,17,1,26,8,19,1,9,0,26,4,TEL,14,1166.0
"COLE, NORRIS","KANE, DEANDRE","PARAKHOUSKI, ARTSIOM","ROLL, MICHAEL","THOMAS, DESHAUN",12,19,8,2,0,7,7,1,16,1,7,2,6,1,13,2,TEL,9,664.0
"COLE, NORRIS","KANE, DEANDRE","ROLL, MICHAEL","THOMAS, DESHAUN","TYUS, ALEX",24,22,7,9,3,13,17,2,25,4,5,3,8,1,13,7,TEL,4,992.0
"COLE, NORRIS","KANE, DEANDRE","THOMAS, DESHAUN","TYUS, ALEX","ZOOSMAN, YOVEL",9,9,4,0,2,8,1,0,9,3,1,2,8,0,3,4,TEL,3,309.0
"DANGUBIC, NEMANJA","DAVIDOVAC, DEJAN","ENNIS, DYLAN","JANKOVIC, STEFAN","LESSORT, MATHIAS",7,12,0,0,0,3,0,0,3,0,2,1,5,1,5,2,RED,3,329.0
"DANGUBIC, NEMANJA","FELDEINE, JAMES","JANKOVIC, STEFAN","LESSORT, MATHIAS","ROCHESTIE, TAYLOR",10,3,6,3,1,2,5,0,6,1,1,1,11,1,4,3,RED,3,319.0
"DATOME, LUIGI","DUVERIOGLU, AHMET","GUDURIC, MARKO","MELLI, NICOLO","SLOUKAS, KOSTAS",1,7,4,6,0,8,8,0,5,0,3,1,2,2,5,4,ULK,5,444.0
"DATOME, LUIGI","DUVERIOGLU, AHMET","GUDURIC, MARKO","VESELY, JAN","WANAMAKER, BRAD",5,9,3,2,1,4,6,1,5,0,0,0,3,2,5,3,ULK,4,352.0
